,ISO_3_CODE,COUNTRYNAME,WHO_REGION,YEAR,DESCRIPTION,INTRO
1360,AGO,Angola,AFRO,1982.0,Measles-containing vaccine 2nd dose,No
1361,AGO,Angola,AFRO,1982.0,Mumps vaccine,No
1362,AGO,Angola,AFRO,1982.0,Rubella vaccine,No
1363,AGO,Angola,AFRO,1982.0,Seasonal Influenza vaccine,No
1364,AGO,Angola,AFRO,1982.0,YF (Yellow fever) vaccine,No
1365,AGO,Angola,AFRO,1981.0,IPV (Inactivated polio vaccine),No
1366,AGO,Angola,AFRO,1981.0,Measles-containing vaccine 2nd dose,No
1367,AGO,Angola,AFRO,1981.0,Mumps vaccine,No
1368,AGO,Angola,AFRO,1981.0,Rubella vaccine,No
1369,AGO,Angola,AFRO,1981.0,Seasonal Influenza vaccine,No
1370,AGO,Angola,AFRO,1981.0,YF (Yellow fever) vaccine,No
1371,AGO,Angola,AFRO,1980.0,IPV (Inactivated polio vaccine),No
1372,AGO,Angola,AFRO,1980.0,Measles-containing vaccine 2nd dose,No
1373,AGO,Angola,AFRO,1980.0,Mumps vaccine,No
1374,AGO,Angola,AFRO,1980.0,Rubella vaccine,No
1375,AGO,Angola,AFRO,1980.0,Seasonal Influenza vaccine,No
1376,AGO,Angola,AFRO,1980.0,YF (Yellow fever) vaccine,No
1377,AGO,Angola,AFRO,1979.0,IPV (Inactivated polio vaccine),No
1378,AGO,Angola,AFRO,1979.0,Measles-containing vaccine 2nd dose,No
1379,AGO,Angola,AFRO,1979.0,Mumps vaccine,No
1380,AGO,Angola,AFRO,1979.0,Rubella vaccine,No
1381,AGO,Angola,AFRO,1979.0,Seasonal Influenza vaccine,No
1382,AGO,Angola,AFRO,1979.0,YF (Yellow fever) vaccine,No
1383,AGO,Angola,AFRO,1978.0,IPV (Inactivated polio vaccine),No
1384,AGO,Angola,AFRO,1978.0,Measles-containing vaccine 2nd dose,No
1385,AGO,Angola,AFRO,1978.0,Mumps vaccine,No
1386,AGO,Angola,AFRO,1978.0,Rubella vaccine,No
1387,AGO,Angola,AFRO,1978.0,Seasonal Influenza vaccine,No
1388,AGO,Angola,AFRO,1978.0,YF (Yellow fever) vaccine,No
1389,AGO,Angola,AFRO,1977.0,IPV (Inactivated polio vaccine),No
1390,AGO,Angola,AFRO,1977.0,Measles-containing vaccine 2nd dose,No
1391,AGO,Angola,AFRO,1977.0,Mumps vaccine,No
1392,AGO,Angola,AFRO,1977.0,Rubella vaccine,No
1393,AGO,Angola,AFRO,1977.0,Seasonal Influenza vaccine,No
1394,AGO,Angola,AFRO,1977.0,YF (Yellow fever) vaccine,No
1395,AGO,Angola,AFRO,1976.0,IPV (Inactivated polio vaccine),No
1396,AGO,Angola,AFRO,1976.0,Measles-containing vaccine 2nd dose,No
1397,AGO,Angola,AFRO,1976.0,Mumps vaccine,No
1398,AGO,Angola,AFRO,1976.0,Rubella vaccine,No
1399,AGO,Angola,AFRO,1976.0,Seasonal Influenza vaccine,No
1400,AGO,Angola,AFRO,1976.0,YF (Yellow fever) vaccine,No
1401,AGO,Angola,AFRO,1975.0,IPV (Inactivated polio vaccine),No
1402,AGO,Angola,AFRO,1975.0,Measles-containing vaccine 2nd dose,No
1403,AGO,Angola,AFRO,1975.0,Mumps vaccine,No
1404,AGO,Angola,AFRO,1975.0,Rubella vaccine,No
1405,AGO,Angola,AFRO,1975.0,Seasonal Influenza vaccine,No
1406,AGO,Angola,AFRO,1975.0,YF (Yellow fever) vaccine,No
1407,AGO,Angola,AFRO,1974.0,IPV (Inactivated polio vaccine),No
1408,AGO,Angola,AFRO,1974.0,Measles-containing vaccine 2nd dose,No
1409,AGO,Angola,AFRO,1974.0,Mumps vaccine,No
1410,AGO,Angola,AFRO,1974.0,Rubella vaccine,No
1411,AGO,Angola,AFRO,1974.0,Seasonal Influenza vaccine,No
1412,AGO,Angola,AFRO,1974.0,YF (Yellow fever) vaccine,No
1413,AGO,Angola,AFRO,1973.0,IPV (Inactivated polio vaccine),No
1414,AGO,Angola,AFRO,1973.0,Measles-containing vaccine 2nd dose,No
1415,AGO,Angola,AFRO,1973.0,Mumps vaccine,No
1416,AGO,Angola,AFRO,1973.0,Rubella vaccine,No
1417,AGO,Angola,AFRO,1973.0,Seasonal Influenza vaccine,No
1418,AGO,Angola,AFRO,1973.0,YF (Yellow fever) vaccine,No
1419,AGO,Angola,AFRO,1972.0,IPV (Inactivated polio vaccine),No
1420,AGO,Angola,AFRO,1972.0,Measles-containing vaccine 2nd dose,No
1421,AGO,Angola,AFRO,1972.0,Mumps vaccine,No
1422,AGO,Angola,AFRO,1972.0,Rubella vaccine,No
1423,AGO,Angola,AFRO,1972.0,Seasonal Influenza vaccine,No
1424,AGO,Angola,AFRO,1972.0,YF (Yellow fever) vaccine,No
1425,AGO,Angola,AFRO,1971.0,IPV (Inactivated polio vaccine),No
1426,AGO,Angola,AFRO,1971.0,Measles-containing vaccine 2nd dose,No
1427,AGO,Angola,AFRO,1971.0,Mumps vaccine,No
1428,AGO,Angola,AFRO,1971.0,Rubella vaccine,No
1429,AGO,Angola,AFRO,1971.0,Seasonal Influenza vaccine,No
1430,AGO,Angola,AFRO,1971.0,YF (Yellow fever) vaccine,No
1431,AGO,Angola,AFRO,1970.0,IPV (Inactivated polio vaccine),No
1432,AGO,Angola,AFRO,1970.0,Measles-containing vaccine 2nd dose,No
1433,AGO,Angola,AFRO,1970.0,Mumps vaccine,No
1434,AGO,Angola,AFRO,1970.0,Rubella vaccine,No
1435,AGO,Angola,AFRO,1970.0,Seasonal Influenza vaccine,No
1436,AGO,Angola,AFRO,1970.0,YF (Yellow fever) vaccine,No
1437,AGO,Angola,AFRO,1969.0,IPV (Inactivated polio vaccine),No
1438,AGO,Angola,AFRO,1969.0,Measles-containing vaccine 2nd dose,No
1439,AGO,Angola,AFRO,1969.0,Mumps vaccine,No
1440,AGO,Angola,AFRO,1969.0,Rubella vaccine,No
1441,AGO,Angola,AFRO,1969.0,Seasonal Influenza vaccine,No
1442,AGO,Angola,AFRO,1969.0,YF (Yellow fever) vaccine,No
1443,AGO,Angola,AFRO,1968.0,IPV (Inactivated polio vaccine),No
1444,AGO,Angola,AFRO,1968.0,Measles-containing vaccine 2nd dose,No
1445,AGO,Angola,AFRO,1968.0,Seasonal Influenza vaccine,No
1446,AGO,Angola,AFRO,1968.0,YF (Yellow fever) vaccine,No
1447,AGO,Angola,AFRO,1967.0,IPV (Inactivated polio vaccine),No
1448,AGO,Angola,AFRO,1967.0,Measles-containing vaccine 2nd dose,No
1449,AGO,Angola,AFRO,1967.0,Seasonal Influenza vaccine,No
1450,AGO,Angola,AFRO,1967.0,YF (Yellow fever) vaccine,No
1451,AGO,Angola,AFRO,1966.0,IPV (Inactivated polio vaccine),No
1452,AGO,Angola,AFRO,1966.0,Measles-containing vaccine 2nd dose,No
1453,AGO,Angola,AFRO,1966.0,Seasonal Influenza vaccine,No
1454,AGO,Angola,AFRO,1965.0,IPV (Inactivated polio vaccine),No
1455,AGO,Angola,AFRO,1965.0,Measles-containing vaccine 2nd dose,No
1456,AGO,Angola,AFRO,1965.0,Seasonal Influenza vaccine,No
1457,AGO,Angola,AFRO,1964.0,IPV (Inactivated polio vaccine),No
1458,AGO,Angola,AFRO,1964.0,Measles-containing vaccine 2nd dose,No
1459,AGO,Angola,AFRO,1964.0,Seasonal Influenza vaccine,No
1460,AGO,Angola,AFRO,1963.0,IPV (Inactivated polio vaccine),No
1461,AGO,Angola,AFRO,1963.0,Measles-containing vaccine 2nd dose,No
1462,AGO,Angola,AFRO,1963.0,Seasonal Influenza vaccine,No
1463,AGO,Angola,AFRO,1962.0,IPV (Inactivated polio vaccine),No
1464,AGO,Angola,AFRO,1962.0,Seasonal Influenza vaccine,No
1465,AGO,Angola,AFRO,1961.0,IPV (Inactivated polio vaccine),No
1466,AGO,Angola,AFRO,1961.0,Seasonal Influenza vaccine,No
1467,AGO,Angola,AFRO,1960.0,IPV (Inactivated polio vaccine),No
1468,AGO,Angola,AFRO,1960.0,Seasonal Influenza vaccine,No
1469,AGO,Angola,AFRO,1959.0,IPV (Inactivated polio vaccine),No
1470,AGO,Angola,AFRO,1959.0,Seasonal Influenza vaccine,No
1471,AGO,Angola,AFRO,1958.0,IPV (Inactivated polio vaccine),No
1472,AGO,Angola,AFRO,1958.0,Seasonal Influenza vaccine,No
1473,AGO,Angola,AFRO,1957.0,IPV (Inactivated polio vaccine),No
1474,AGO,Angola,AFRO,1957.0,Seasonal Influenza vaccine,No
1475,AGO,Angola,AFRO,1956.0,IPV (Inactivated polio vaccine),No
1476,AGO,Angola,AFRO,1956.0,Seasonal Influenza vaccine,No
1477,AGO,Angola,AFRO,1955.0,IPV (Inactivated polio vaccine),No
1478,AGO,Angola,AFRO,1955.0,Seasonal Influenza vaccine,No
1479,AGO,Angola,AFRO,1954.0,Seasonal Influenza vaccine,No
1480,AGO,Angola,AFRO,1953.0,Seasonal Influenza vaccine,No
1481,AGO,Angola,AFRO,1952.0,Seasonal Influenza vaccine,No
1482,AGO,Angola,AFRO,1951.0,Seasonal Influenza vaccine,No
1483,AGO,Angola,AFRO,1950.0,Seasonal Influenza vaccine,No
1484,AGO,Angola,AFRO,1949.0,Seasonal Influenza vaccine,No
1485,AGO,Angola,AFRO,1948.0,Seasonal Influenza vaccine,No
1486,AGO,Angola,AFRO,1947.0,Seasonal Influenza vaccine,No
1487,AGO,Angola,AFRO,1946.0,Seasonal Influenza vaccine,No
1488,AGO,Angola,AFRO,1945.0,Seasonal Influenza vaccine,No
1489,AGO,Angola,AFRO,1944.0,Seasonal Influenza vaccine,No
1490,AGO,Angola,AFRO,1943.0,Seasonal Influenza vaccine,No
1491,AGO,Angola,AFRO,1942.0,Seasonal Influenza vaccine,No
1492,AGO,Angola,AFRO,1941.0,Seasonal Influenza vaccine,No
1493,AGO,Angola,AFRO,1940.0,Seasonal Influenza vaccine,No
1494,ALB,Albania,EURO,2023.0,aP (acellular pertussis) vaccine,No
1495,ALB,Albania,EURO,2023.0,Hepatitis A vaccine,No
1496,ALB,Albania,EURO,2023.0,Hepatitis B vaccine,Yes
1497,ALB,Albania,EURO,2023.0,HepB birth dose,Yes
1498,ALB,Albania,EURO,2023.0,Hib (Haemophilus influenzae type B) vaccine,Yes
1499,ALB,Albania,EURO,2023.0,HPV (Human Papilloma Virus) vaccine,Yes
1500,ALB,Albania,EURO,2023.0,IPV (Inactivated polio vaccine),Yes
1501,ALB,Albania,EURO,2023.0,IPV (Inactivated polio vaccine) 2nd dose,Yes
1502,ALB,Albania,EURO,2023.0,Japanese Encephalitis,No
1503,ALB,Albania,EURO,2023.0,Malaria vaccine,No
1504,ALB,Albania,EURO,2023.0,Measles-containing vaccine 2nd dose,Yes
1505,ALB,Albania,EURO,2023.0,Meningococcal meningitis vaccines (all strains),No
1506,ALB,Albania,EURO,2023.0,Mumps vaccine,Yes
1507,ALB,Albania,EURO,2023.0,PCV (Pneumococcal conjugate vaccine),Yes
1508,ALB,Albania,EURO,2023.0,PPV (Pneumococcal polysaccharide vaccine),No
1509,ALB,Albania,EURO,2023.0,Rotavirus vaccine,Yes
1510,ALB,Albania,EURO,2023.0,Rubella vaccine,Yes
1511,ALB,Albania,EURO,2023.0,Seasonal Influenza vaccine,Yes
1512,ALB,Albania,EURO,2023.0,Typhoid,No
1513,ALB,Albania,EURO,2023.0,Varicella vaccine,No
1514,ALB,Albania,EURO,2023.0,YF (Yellow fever) vaccine,No
1515,ALB,Albania,EURO,2022.0,aP (acellular pertussis) vaccine,No
1516,ALB,Albania,EURO,2022.0,Hepatitis A vaccine,No
1517,ALB,Albania,EURO,2022.0,Hepatitis B vaccine,Yes
1518,ALB,Albania,EURO,2022.0,HepB birth dose,Yes
1519,ALB,Albania,EURO,2022.0,Hib (Haemophilus influenzae type B) vaccine,Yes
1520,ALB,Albania,EURO,2022.0,HPV (Human Papilloma Virus) vaccine,Yes
1521,ALB,Albania,EURO,2022.0,IPV (Inactivated polio vaccine),Yes
1522,ALB,Albania,EURO,2022.0,IPV (Inactivated polio vaccine) 2nd dose,Yes
1523,ALB,Albania,EURO,2022.0,Japanese Encephalitis,No
1524,ALB,Albania,EURO,2022.0,Malaria vaccine,No
1525,ALB,Albania,EURO,2022.0,Measles-containing vaccine 2nd dose,Yes
1526,ALB,Albania,EURO,2022.0,Meningococcal meningitis vaccines (all strains),No
1527,ALB,Albania,EURO,2022.0,Mumps vaccine,Yes
1528,ALB,Albania,EURO,2022.0,PCV (Pneumococcal conjugate vaccine),Yes
1529,ALB,Albania,EURO,2022.0,PPV (Pneumococcal polysaccharide vaccine),No
1530,ALB,Albania,EURO,2022.0,Rotavirus vaccine,Yes
1531,ALB,Albania,EURO,2022.0,Rubella vaccine,Yes
1532,ALB,Albania,EURO,2022.0,Seasonal Influenza vaccine,Yes
1533,ALB,Albania,EURO,2022.0,Typhoid,No
1534,ALB,Albania,EURO,2022.0,Varicella vaccine,No
1535,ALB,Albania,EURO,2022.0,YF (Yellow fever) vaccine,No
1536,ALB,Albania,EURO,2021.0,aP (acellular pertussis) vaccine,No
1537,ALB,Albania,EURO,2021.0,Hepatitis A vaccine,No
1538,ALB,Albania,EURO,2021.0,Hepatitis B vaccine,Yes
1539,ALB,Albania,EURO,2021.0,HepB birth dose,Yes
1540,ALB,Albania,EURO,2021.0,Hib (Haemophilus influenzae type B) vaccine,Yes
1541,ALB,Albania,EURO,2021.0,HPV (Human Papilloma Virus) vaccine,No
1542,ALB,Albania,EURO,2021.0,IPV (Inactivated polio vaccine),Yes
1543,ALB,Albania,EURO,2021.0,IPV (Inactivated polio vaccine) 2nd dose,Yes
1544,ALB,Albania,EURO,2021.0,Japanese Encephalitis,No
1545,ALB,Albania,EURO,2021.0,Malaria vaccine,No
1546,ALB,Albania,EURO,2021.0,Measles-containing vaccine 2nd dose,Yes
1547,ALB,Albania,EURO,2021.0,Meningococcal meningitis vaccines (all strains),No
1548,ALB,Albania,EURO,2021.0,Mumps vaccine,Yes
1549,ALB,Albania,EURO,2021.0,PCV (Pneumococcal conjugate vaccine),Yes
1550,ALB,Albania,EURO,2021.0,PPV (Pneumococcal polysaccharide vaccine),No
1551,ALB,Albania,EURO,2021.0,Rotavirus vaccine,Yes
1552,ALB,Albania,EURO,2021.0,Rubella vaccine,Yes
1553,ALB,Albania,EURO,2021.0,Seasonal Influenza vaccine,Yes
1554,ALB,Albania,EURO,2021.0,Typhoid,No
1555,ALB,Albania,EURO,2021.0,Varicella vaccine,No
1556,ALB,Albania,EURO,2021.0,YF (Yellow fever) vaccine,No
1557,ALB,Albania,EURO,2020.0,aP (acellular pertussis) vaccine,No
1558,ALB,Albania,EURO,2020.0,Hepatitis A vaccine,No
1559,ALB,Albania,EURO,2020.0,Hepatitis B vaccine,Yes
1560,ALB,Albania,EURO,2020.0,HepB birth dose,Yes
1561,ALB,Albania,EURO,2020.0,Hib (Haemophilus influenzae type B) vaccine,Yes
1562,ALB,Albania,EURO,2020.0,HPV (Human Papilloma Virus) vaccine,No
1563,ALB,Albania,EURO,2020.0,IPV (Inactivated polio vaccine),Yes
1564,ALB,Albania,EURO,2020.0,IPV (Inactivated polio vaccine) 2nd dose,Yes
1565,ALB,Albania,EURO,2020.0,Japanese Encephalitis,No
1566,ALB,Albania,EURO,2020.0,Malaria vaccine,No
1567,ALB,Albania,EURO,2020.0,Measles-containing vaccine 2nd dose,Yes
1568,ALB,Albania,EURO,2020.0,Meningococcal meningitis vaccines (all strains),No
1569,ALB,Albania,EURO,2020.0,Mumps vaccine,Yes
1570,ALB,Albania,EURO,2020.0,PCV (Pneumococcal conjugate vaccine),Yes
1571,ALB,Albania,EURO,2020.0,PPV (Pneumococcal polysaccharide vaccine),No
1572,ALB,Albania,EURO,2020.0,Rotavirus vaccine,Yes
1573,ALB,Albania,EURO,2020.0,Rubella vaccine,Yes
1574,ALB,Albania,EURO,2020.0,Seasonal Influenza vaccine,Yes
1575,ALB,Albania,EURO,2020.0,Typhoid,No
1576,ALB,Albania,EURO,2020.0,Varicella vaccine,No
1577,ALB,Albania,EURO,2020.0,YF (Yellow fever) vaccine,No
1578,ALB,Albania,EURO,2019.0,aP (acellular pertussis) vaccine,No
1579,ALB,Albania,EURO,2019.0,Hepatitis A vaccine,No
1580,ALB,Albania,EURO,2019.0,Hepatitis B vaccine,Yes
1581,ALB,Albania,EURO,2019.0,HepB birth dose,Yes
1582,ALB,Albania,EURO,2019.0,Hib (Haemophilus influenzae type B) vaccine,Yes
1583,ALB,Albania,EURO,2019.0,HPV (Human Papilloma Virus) vaccine,No
1584,ALB,Albania,EURO,2019.0,IPV (Inactivated polio vaccine),Yes
1585,ALB,Albania,EURO,2019.0,IPV (Inactivated polio vaccine) 2nd dose,Yes
1586,ALB,Albania,EURO,2019.0,Japanese Encephalitis,No
1587,ALB,Albania,EURO,2019.0,Malaria vaccine,No
1588,ALB,Albania,EURO,2019.0,Measles-containing vaccine 2nd dose,Yes
1589,ALB,Albania,EURO,2019.0,Meningococcal meningitis vaccines (all strains),No
1590,ALB,Albania,EURO,2019.0,Mumps vaccine,Yes
1591,ALB,Albania,EURO,2019.0,PCV (Pneumococcal conjugate vaccine),Yes
1592,ALB,Albania,EURO,2019.0,PPV (Pneumococcal polysaccharide vaccine),No
1593,ALB,Albania,EURO,2019.0,Rotavirus vaccine,Yes
1594,ALB,Albania,EURO,2019.0,Rubella vaccine,Yes
1595,ALB,Albania,EURO,2019.0,Seasonal Influenza vaccine,Yes
1596,ALB,Albania,EURO,2019.0,Typhoid,No
1597,ALB,Albania,EURO,2019.0,Varicella vaccine,No
1598,ALB,Albania,EURO,2019.0,YF (Yellow fever) vaccine,No
1599,ALB,Albania,EURO,2018.0,aP (acellular pertussis) vaccine,No
1600,ALB,Albania,EURO,2018.0,Hepatitis A vaccine,No
1601,ALB,Albania,EURO,2018.0,Hepatitis B vaccine,Yes
1602,ALB,Albania,EURO,2018.0,HepB birth dose,Yes
1603,ALB,Albania,EURO,2018.0,Hib (Haemophilus influenzae type B) vaccine,Yes
1604,ALB,Albania,EURO,2018.0,HPV (Human Papilloma Virus) vaccine,No
1605,ALB,Albania,EURO,2018.0,IPV (Inactivated polio vaccine),Yes
1606,ALB,Albania,EURO,2018.0,IPV (Inactivated polio vaccine) 2nd dose,Yes
1607,ALB,Albania,EURO,2018.0,Japanese Encephalitis,No
1608,ALB,Albania,EURO,2018.0,Measles-containing vaccine 2nd dose,Yes
1609,ALB,Albania,EURO,2018.0,Meningococcal meningitis vaccines (all strains),No
1610,ALB,Albania,EURO,2018.0,Mumps vaccine,Yes
1611,ALB,Albania,EURO,2018.0,PCV (Pneumococcal conjugate vaccine),Yes
1612,ALB,Albania,EURO,2018.0,PPV (Pneumococcal polysaccharide vaccine),No
1613,ALB,Albania,EURO,2018.0,Rotavirus vaccine,No
1614,ALB,Albania,EURO,2018.0,Rubella vaccine,Yes
1615,ALB,Albania,EURO,2018.0,Seasonal Influenza vaccine,Yes
1616,ALB,Albania,EURO,2018.0,Typhoid,No
1617,ALB,Albania,EURO,2018.0,Varicella vaccine,No
1618,ALB,Albania,EURO,2018.0,YF (Yellow fever) vaccine,No
1619,ALB,Albania,EURO,2017.0,aP (acellular pertussis) vaccine,No
1620,ALB,Albania,EURO,2017.0,Hepatitis A vaccine,No
1621,ALB,Albania,EURO,2017.0,Hepatitis B vaccine,Yes
1622,ALB,Albania,EURO,2017.0,HepB birth dose,Yes
1623,ALB,Albania,EURO,2017.0,Hib (Haemophilus influenzae type B) vaccine,Yes
1624,ALB,Albania,EURO,2017.0,HPV (Human Papilloma Virus) vaccine,No
1625,ALB,Albania,EURO,2017.0,IPV (Inactivated polio vaccine),Yes
1626,ALB,Albania,EURO,2017.0,IPV (Inactivated polio vaccine) 2nd dose,Yes
1627,ALB,Albania,EURO,2017.0,Japanese Encephalitis,No
1628,ALB,Albania,EURO,2017.0,Measles-containing vaccine 2nd dose,Yes
1629,ALB,Albania,EURO,2017.0,Meningococcal meningitis vaccines (all strains),No
1630,ALB,Albania,EURO,2017.0,Mumps vaccine,Yes
1631,ALB,Albania,EURO,2017.0,PCV (Pneumococcal conjugate vaccine),Yes
1632,ALB,Albania,EURO,2017.0,PPV (Pneumococcal polysaccharide vaccine),No
1633,ALB,Albania,EURO,2017.0,Rotavirus vaccine,No
1634,ALB,Albania,EURO,2017.0,Rubella vaccine,Yes
1635,ALB,Albania,EURO,2017.0,Seasonal Influenza vaccine,Yes
1636,ALB,Albania,EURO,2017.0,Typhoid,No
1637,ALB,Albania,EURO,2017.0,Varicella vaccine,No
1638,ALB,Albania,EURO,2017.0,YF (Yellow fever) vaccine,No
1639,ALB,Albania,EURO,2016.0,aP (acellular pertussis) vaccine,No
1640,ALB,Albania,EURO,2016.0,Hepatitis A vaccine,No
1641,ALB,Albania,EURO,2016.0,Hepatitis B vaccine,Yes
1642,ALB,Albania,EURO,2016.0,HepB birth dose,Yes
1643,ALB,Albania,EURO,2016.0,Hib (Haemophilus influenzae type B) vaccine,Yes
1644,ALB,Albania,EURO,2016.0,HPV (Human Papilloma Virus) vaccine,No
1645,ALB,Albania,EURO,2016.0,IPV (Inactivated polio vaccine),Yes
1646,ALB,Albania,EURO,2016.0,IPV (Inactivated polio vaccine) 2nd dose,Yes
1647,ALB,Albania,EURO,2016.0,Japanese Encephalitis,No
1648,ALB,Albania,EURO,2016.0,Measles-containing vaccine 2nd dose,Yes
1649,ALB,Albania,EURO,2016.0,Meningococcal meningitis vaccines (all strains),No
1650,ALB,Albania,EURO,2016.0,Mumps vaccine,Yes
1651,ALB,Albania,EURO,2016.0,PCV (Pneumococcal conjugate vaccine),Yes
1652,ALB,Albania,EURO,2016.0,PPV (Pneumococcal polysaccharide vaccine),No
1653,ALB,Albania,EURO,2016.0,Rotavirus vaccine,No
1654,ALB,Albania,EURO,2016.0,Rubella vaccine,Yes
1655,ALB,Albania,EURO,2016.0,Seasonal Influenza vaccine,Yes
1656,ALB,Albania,EURO,2016.0,Typhoid,No
1657,ALB,Albania,EURO,2016.0,Varicella vaccine,No
1658,ALB,Albania,EURO,2016.0,YF (Yellow fever) vaccine,No
1659,ALB,Albania,EURO,2015.0,aP (acellular pertussis) vaccine,No
1660,ALB,Albania,EURO,2015.0,Hepatitis A vaccine,No
1661,ALB,Albania,EURO,2015.0,Hepatitis B vaccine,Yes
1662,ALB,Albania,EURO,2015.0,HepB birth dose,Yes
1663,ALB,Albania,EURO,2015.0,Hib (Haemophilus influenzae type B) vaccine,Yes
1664,ALB,Albania,EURO,2015.0,HPV (Human Papilloma Virus) vaccine,No
1665,ALB,Albania,EURO,2015.0,IPV (Inactivated polio vaccine),Yes
1666,ALB,Albania,EURO,2015.0,IPV (Inactivated polio vaccine) 2nd dose,Yes
1667,ALB,Albania,EURO,2015.0,Japanese Encephalitis,No
1668,ALB,Albania,EURO,2015.0,Measles-containing vaccine 2nd dose,Yes
1669,ALB,Albania,EURO,2015.0,Meningococcal meningitis vaccines (all strains),No
1670,ALB,Albania,EURO,2015.0,Mumps vaccine,Yes
1671,ALB,Albania,EURO,2015.0,PCV (Pneumococcal conjugate vaccine),Yes
1672,ALB,Albania,EURO,2015.0,PPV (Pneumococcal polysaccharide vaccine),No
1673,ALB,Albania,EURO,2015.0,Rotavirus vaccine,No
1674,ALB,Albania,EURO,2015.0,Rubella vaccine,Yes
1675,ALB,Albania,EURO,2015.0,Seasonal Influenza vaccine,No
1676,ALB,Albania,EURO,2015.0,Typhoid,No
1677,ALB,Albania,EURO,2015.0,Varicella vaccine,No
1678,ALB,Albania,EURO,2015.0,YF (Yellow fever) vaccine,No
1679,ALB,Albania,EURO,2014.0,aP (acellular pertussis) vaccine,No
1680,ALB,Albania,EURO,2014.0,Hepatitis A vaccine,No
1681,ALB,Albania,EURO,2014.0,Hepatitis B vaccine,Yes
1682,ALB,Albania,EURO,2014.0,HepB birth dose,Yes
1683,ALB,Albania,EURO,2014.0,Hib (Haemophilus influenzae type B) vaccine,Yes
1684,ALB,Albania,EURO,2014.0,HPV (Human Papilloma Virus) vaccine,No
1685,ALB,Albania,EURO,2014.0,IPV (Inactivated polio vaccine),Yes
1686,ALB,Albania,EURO,2014.0,IPV (Inactivated polio vaccine) 2nd dose,Yes
1687,ALB,Albania,EURO,2014.0,Japanese Encephalitis,No
1688,ALB,Albania,EURO,2014.0,Measles-containing vaccine 2nd dose,Yes
1689,ALB,Albania,EURO,2014.0,Meningococcal meningitis vaccines (all strains),No
1690,ALB,Albania,EURO,2014.0,Mumps vaccine,Yes
1691,ALB,Albania,EURO,2014.0,PCV (Pneumococcal conjugate vaccine),Yes
1692,ALB,Albania,EURO,2014.0,PPV (Pneumococcal polysaccharide vaccine),No
1693,ALB,Albania,EURO,2014.0,Rotavirus vaccine,No
1694,ALB,Albania,EURO,2014.0,Rubella vaccine,Yes
1695,ALB,Albania,EURO,2014.0,Seasonal Influenza vaccine,No
1696,ALB,Albania,EURO,2014.0,Typhoid,No
1697,ALB,Albania,EURO,2014.0,Varicella vaccine,No
1698,ALB,Albania,EURO,2014.0,YF (Yellow fever) vaccine,No
1699,ALB,Albania,EURO,2013.0,aP (acellular pertussis) vaccine,No
1700,ALB,Albania,EURO,2013.0,Hepatitis A vaccine,No
1701,ALB,Albania,EURO,2013.0,Hepatitis B vaccine,Yes
1702,ALB,Albania,EURO,2013.0,HepB birth dose,Yes
1703,ALB,Albania,EURO,2013.0,Hib (Haemophilus influenzae type B) vaccine,Yes
1704,ALB,Albania,EURO,2013.0,HPV (Human Papilloma Virus) vaccine,No
1705,ALB,Albania,EURO,2013.0,IPV (Inactivated polio vaccine),No
1706,ALB,Albania,EURO,2013.0,IPV (Inactivated polio vaccine) 2nd dose,No
1707,ALB,Albania,EURO,2013.0,Japanese Encephalitis,No
1708,ALB,Albania,EURO,2013.0,Measles-containing vaccine 2nd dose,Yes
1709,ALB,Albania,EURO,2013.0,Meningococcal meningitis vaccines (all strains),No
1710,ALB,Albania,EURO,2013.0,Mumps vaccine,Yes
1711,ALB,Albania,EURO,2013.0,PCV (Pneumococcal conjugate vaccine),Yes
1712,ALB,Albania,EURO,2013.0,PPV (Pneumococcal polysaccharide vaccine),No
1713,ALB,Albania,EURO,2013.0,Rotavirus vaccine,No
1714,ALB,Albania,EURO,2013.0,Rubella vaccine,Yes
1715,ALB,Albania,EURO,2013.0,Seasonal Influenza vaccine,No
1716,ALB,Albania,EURO,2013.0,Typhoid,No
1717,ALB,Albania,EURO,2013.0,Varicella vaccine,No
1718,ALB,Albania,EURO,2013.0,YF (Yellow fever) vaccine,No
1719,ALB,Albania,EURO,2012.0,aP (acellular pertussis) vaccine,No
1720,ALB,Albania,EURO,2012.0,Hepatitis A vaccine,No
1721,ALB,Albania,EURO,2012.0,Hepatitis B vaccine,Yes
1722,ALB,Albania,EURO,2012.0,HepB birth dose,Yes
1723,ALB,Albania,EURO,2012.0,Hib (Haemophilus influenzae type B) vaccine,Yes
1724,ALB,Albania,EURO,2012.0,HPV (Human Papilloma Virus) vaccine,No
1725,ALB,Albania,EURO,2012.0,IPV (Inactivated polio vaccine),No
1726,ALB,Albania,EURO,2012.0,IPV (Inactivated polio vaccine) 2nd dose,No
1727,ALB,Albania,EURO,2012.0,Japanese Encephalitis,No
1728,ALB,Albania,EURO,2012.0,Measles-containing vaccine 2nd dose,Yes
1729,ALB,Albania,EURO,2012.0,Meningococcal meningitis vaccines (all strains),No
1730,ALB,Albania,EURO,2012.0,Mumps vaccine,Yes
1731,ALB,Albania,EURO,2012.0,PCV (Pneumococcal conjugate vaccine),Yes
1732,ALB,Albania,EURO,2012.0,PPV (Pneumococcal polysaccharide vaccine),No
1733,ALB,Albania,EURO,2012.0,Rotavirus vaccine,No
