,GROUP,CODE,NAME,YEAR,DISEASE,DISEASE_DESCRIPTION,DENOMINATOR,INCIDENCE_RATE
563,WHO_REGIONS,AFR,African Region,1999.0,MEASLES,Measles,"per 1,000,000 total population",753.3
564,WHO_REGIONS,AFR,African Region,1999.0,MUMPS,Mumps,"per 1,000,000 total population",165.7
565,WHO_REGIONS,AFR,African Region,1999.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.1
566,WHO_REGIONS,AFR,African Region,1999.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",26.3
567,WHO_REGIONS,AFR,African Region,1999.0,RUBELLA,Rubella,"per 1,000,000 total population",0.6
568,WHO_REGIONS,AFR,African Region,1999.0,TTETANUS,Total tetanus,"per 1,000,000 total population",7.5
569,WHO_REGIONS,AFR,African Region,1999.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
570,WHO_REGIONS,AFR,African Region,1998.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",2.2
571,WHO_REGIONS,AFR,African Region,1998.0,MEASLES,Measles,"per 1,000,000 total population",627.3
572,WHO_REGIONS,AFR,African Region,1998.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.2
573,WHO_REGIONS,AFR,African Region,1998.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",80.5
574,WHO_REGIONS,AFR,African Region,1998.0,TTETANUS,Total tetanus,"per 1,000,000 total population",10.1
575,WHO_REGIONS,AFR,African Region,1998.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.1
576,WHO_REGIONS,AFR,African Region,1997.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.5
577,WHO_REGIONS,AFR,African Region,1997.0,MEASLES,Measles,"per 1,000,000 total population",484.7
578,WHO_REGIONS,AFR,African Region,1997.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.1
579,WHO_REGIONS,AFR,African Region,1997.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",49.4
580,WHO_REGIONS,AFR,African Region,1997.0,TTETANUS,Total tetanus,"per 1,000,000 total population",10.4
581,WHO_REGIONS,AFR,African Region,1997.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.1
582,WHO_REGIONS,AFR,African Region,1996.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",6.8
583,WHO_REGIONS,AFR,African Region,1996.0,MEASLES,Measles,"per 1,000,000 total population",815.0
584,WHO_REGIONS,AFR,African Region,1996.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.1
585,WHO_REGIONS,AFR,African Region,1996.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",87.8
586,WHO_REGIONS,AFR,African Region,1996.0,TTETANUS,Total tetanus,"per 1,000,000 total population",12.0
587,WHO_REGIONS,AFR,African Region,1996.0,YFEVER,Yellow fever,"per 1,000,000 total population",1.0
588,WHO_REGIONS,AFR,African Region,1995.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",1.1
589,WHO_REGIONS,AFR,African Region,1995.0,MEASLES,Measles,"per 1,000,000 total population",628.2
590,WHO_REGIONS,AFR,African Region,1995.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.1
591,WHO_REGIONS,AFR,African Region,1995.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",70.8
592,WHO_REGIONS,AFR,African Region,1995.0,TTETANUS,Total tetanus,"per 1,000,000 total population",8.7
593,WHO_REGIONS,AFR,African Region,1995.0,YFEVER,Yellow fever,"per 1,000,000 total population",4.7
594,WHO_REGIONS,AFR,African Region,1994.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",7.0
595,WHO_REGIONS,AFR,African Region,1994.0,MEASLES,Measles,"per 1,000,000 total population",758.5
596,WHO_REGIONS,AFR,African Region,1994.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.2
597,WHO_REGIONS,AFR,African Region,1994.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",115.2
598,WHO_REGIONS,AFR,African Region,1994.0,TTETANUS,Total tetanus,"per 1,000,000 total population",8.9
599,WHO_REGIONS,AFR,African Region,1994.0,YFEVER,Yellow fever,"per 1,000,000 total population",7.0
600,WHO_REGIONS,AFR,African Region,1993.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",8.7
601,WHO_REGIONS,AFR,African Region,1993.0,MEASLES,Measles,"per 1,000,000 total population",733.8
602,WHO_REGIONS,AFR,African Region,1993.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.2
603,WHO_REGIONS,AFR,African Region,1993.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",133.9
604,WHO_REGIONS,AFR,African Region,1993.0,TTETANUS,Total tetanus,"per 1,000,000 total population",26.9
605,WHO_REGIONS,AFR,African Region,1993.0,YFEVER,Yellow fever,"per 1,000,000 total population",1.0
606,WHO_REGIONS,AFR,African Region,1992.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",11.1
607,WHO_REGIONS,AFR,African Region,1992.0,MEASLES,Measles,"per 1,000,000 total population",1074.5
608,WHO_REGIONS,AFR,African Region,1992.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.2
609,WHO_REGIONS,AFR,African Region,1992.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",149.3
610,WHO_REGIONS,AFR,African Region,1992.0,TTETANUS,Total tetanus,"per 1,000,000 total population",25.4
611,WHO_REGIONS,AFR,African Region,1992.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.8
612,WHO_REGIONS,AFR,African Region,1991.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",10.3
613,WHO_REGIONS,AFR,African Region,1991.0,MEASLES,Measles,"per 1,000,000 total population",960.0
614,WHO_REGIONS,AFR,African Region,1991.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.3
615,WHO_REGIONS,AFR,African Region,1991.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",570.5
616,WHO_REGIONS,AFR,African Region,1991.0,TTETANUS,Total tetanus,"per 1,000,000 total population",25.5
617,WHO_REGIONS,AFR,African Region,1991.0,YFEVER,Yellow fever,"per 1,000,000 total population",11.5
618,WHO_REGIONS,AFR,African Region,1990.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",6.1
619,WHO_REGIONS,AFR,African Region,1990.0,MEASLES,Measles,"per 1,000,000 total population",979.3
620,WHO_REGIONS,AFR,African Region,1990.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.3
621,WHO_REGIONS,AFR,African Region,1990.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",222.3
622,WHO_REGIONS,AFR,African Region,1990.0,TTETANUS,Total tetanus,"per 1,000,000 total population",27.5
623,WHO_REGIONS,AFR,African Region,1990.0,YFEVER,Yellow fever,"per 1,000,000 total population",24.1
624,WHO_REGIONS,AFR,African Region,1989.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",14.4
625,WHO_REGIONS,AFR,African Region,1989.0,MEASLES,Measles,"per 1,000,000 total population",1137.5
626,WHO_REGIONS,AFR,African Region,1989.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.4
627,WHO_REGIONS,AFR,African Region,1989.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",272.5
628,WHO_REGIONS,AFR,African Region,1989.0,TTETANUS,Total tetanus,"per 1,000,000 total population",30.3
629,WHO_REGIONS,AFR,African Region,1989.0,YFEVER,Yellow fever,"per 1,000,000 total population",18.2
630,WHO_REGIONS,AFR,African Region,1988.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",7.2
631,WHO_REGIONS,AFR,African Region,1988.0,MEASLES,Measles,"per 1,000,000 total population",1256.3
632,WHO_REGIONS,AFR,African Region,1988.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.5
633,WHO_REGIONS,AFR,African Region,1988.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",237.6
634,WHO_REGIONS,AFR,African Region,1988.0,TTETANUS,Total tetanus,"per 1,000,000 total population",33.1
635,WHO_REGIONS,AFR,African Region,1988.0,YFEVER,Yellow fever,"per 1,000,000 total population",39.8
636,WHO_REGIONS,AFR,African Region,1987.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",4.1
637,WHO_REGIONS,AFR,African Region,1987.0,MEASLES,Measles,"per 1,000,000 total population",1421.5
638,WHO_REGIONS,AFR,African Region,1987.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.5
639,WHO_REGIONS,AFR,African Region,1987.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",418.1
640,WHO_REGIONS,AFR,African Region,1987.0,TTETANUS,Total tetanus,"per 1,000,000 total population",38.0
641,WHO_REGIONS,AFR,African Region,1987.0,YFEVER,Yellow fever,"per 1,000,000 total population",25.7
642,WHO_REGIONS,AFR,African Region,1986.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",7.0
643,WHO_REGIONS,AFR,African Region,1986.0,MEASLES,Measles,"per 1,000,000 total population",1547.6
644,WHO_REGIONS,AFR,African Region,1986.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.4
645,WHO_REGIONS,AFR,African Region,1986.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",457.1
646,WHO_REGIONS,AFR,African Region,1986.0,TTETANUS,Total tetanus,"per 1,000,000 total population",29.3
647,WHO_REGIONS,AFR,African Region,1986.0,YFEVER,Yellow fever,"per 1,000,000 total population",15.1
648,WHO_REGIONS,AFR,African Region,1985.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",13.8
649,WHO_REGIONS,AFR,African Region,1985.0,MEASLES,Measles,"per 1,000,000 total population",2730.5
650,WHO_REGIONS,AFR,African Region,1985.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.4
651,WHO_REGIONS,AFR,African Region,1985.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",644.5
652,WHO_REGIONS,AFR,African Region,1985.0,TTETANUS,Total tetanus,"per 1,000,000 total population",36.5
653,WHO_REGIONS,AFR,African Region,1985.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.1
654,WHO_REGIONS,AFR,African Region,1984.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",14.5
655,WHO_REGIONS,AFR,African Region,1984.0,MEASLES,Measles,"per 1,000,000 total population",2563.8
656,WHO_REGIONS,AFR,African Region,1984.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.5
657,WHO_REGIONS,AFR,African Region,1984.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",683.5
658,WHO_REGIONS,AFR,African Region,1984.0,TTETANUS,Total tetanus,"per 1,000,000 total population",41.9
659,WHO_REGIONS,AFR,African Region,1984.0,YFEVER,Yellow fever,"per 1,000,000 total population",8.9
660,WHO_REGIONS,AFR,African Region,1983.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",10.4
661,WHO_REGIONS,AFR,African Region,1983.0,MEASLES,Measles,"per 1,000,000 total population",3250.4
662,WHO_REGIONS,AFR,African Region,1983.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.4
663,WHO_REGIONS,AFR,African Region,1983.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",894.0
664,WHO_REGIONS,AFR,African Region,1983.0,TTETANUS,Total tetanus,"per 1,000,000 total population",44.7
665,WHO_REGIONS,AFR,African Region,1983.0,YFEVER,Yellow fever,"per 1,000,000 total population",7.4
666,WHO_REGIONS,AFR,African Region,1982.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",11.9
667,WHO_REGIONS,AFR,African Region,1982.0,MEASLES,Measles,"per 1,000,000 total population",3338.4
668,WHO_REGIONS,AFR,African Region,1982.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.6
669,WHO_REGIONS,AFR,African Region,1982.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",1171.2
670,WHO_REGIONS,AFR,African Region,1982.0,TTETANUS,Total tetanus,"per 1,000,000 total population",58.0
671,WHO_REGIONS,AFR,African Region,1982.0,YFEVER,Yellow fever,"per 1,000,000 total population",1.4
672,WHO_REGIONS,AFR,African Region,1981.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",7.4
673,WHO_REGIONS,AFR,African Region,1981.0,MEASLES,Measles,"per 1,000,000 total population",3624.8
674,WHO_REGIONS,AFR,African Region,1981.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.6
675,WHO_REGIONS,AFR,African Region,1981.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",1070.4
676,WHO_REGIONS,AFR,African Region,1981.0,TTETANUS,Total tetanus,"per 1,000,000 total population",55.3
677,WHO_REGIONS,AFR,African Region,1981.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.4
678,WHO_REGIONS,AFR,African Region,1980.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",24.7
679,WHO_REGIONS,AFR,African Region,1980.0,MEASLES,Measles,"per 1,000,000 total population",3402.6
680,WHO_REGIONS,AFR,African Region,1980.0,NTETANUS,Neonatal tetanus,per 1000 live births,0.6
681,WHO_REGIONS,AFR,African Region,1980.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",1167.0
682,WHO_REGIONS,AFR,African Region,1980.0,TTETANUS,Total tetanus,"per 1,000,000 total population",50.5
683,WHO_REGIONS,AFR,African Region,1980.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.3
684,COUNTRIES,AGO,Angola,2023.0,MEASLES,Measles,"per 1,000,000 total population",95.5
685,COUNTRIES,AGO,Angola,2023.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.2
686,COUNTRIES,AGO,Angola,2023.0,RUBELLA,Rubella,"per 1,000,000 total population",5.4
687,COUNTRIES,AGO,Angola,2023.0,TTETANUS,Total tetanus,"per 1,000,000 total population",53.0
688,COUNTRIES,AGO,Angola,2023.0,TYPHOID,Typhoid,"per 1,000,000 total population",21440.8
689,COUNTRIES,AGO,Angola,2023.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.1
690,COUNTRIES,AGO,Angola,2022.0,MEASLES,Measles,"per 1,000,000 total population",91.8
691,COUNTRIES,AGO,Angola,2022.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.2
692,COUNTRIES,AGO,Angola,2022.0,RUBELLA,Rubella,"per 1,000,000 total population",1.9
693,COUNTRIES,AGO,Angola,2022.0,TTETANUS,Total tetanus,"per 1,000,000 total population",25.8
694,COUNTRIES,AGO,Angola,2022.0,TYPHOID,Typhoid,"per 1,000,000 total population",19366.1
695,COUNTRIES,AGO,Angola,2022.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
696,COUNTRIES,AGO,Angola,2021.0,MEASLES,Measles,"per 1,000,000 total population",8.7
697,COUNTRIES,AGO,Angola,2021.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.1
698,COUNTRIES,AGO,Angola,2021.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
699,COUNTRIES,AGO,Angola,2021.0,RUBELLA,Rubella,"per 1,000,000 total population",1.4
700,COUNTRIES,AGO,Angola,2021.0,TTETANUS,Total tetanus,"per 1,000,000 total population",25.6
701,COUNTRIES,AGO,Angola,2021.0,TYPHOID,Typhoid,"per 1,000,000 total population",16578.9
702,COUNTRIES,AGO,Angola,2021.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
703,COUNTRIES,AGO,Angola,2020.0,MEASLES,Measles,"per 1,000,000 total population",32.4
704,COUNTRIES,AGO,Angola,2020.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.1
705,COUNTRIES,AGO,Angola,2020.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
706,COUNTRIES,AGO,Angola,2020.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.2
707,COUNTRIES,AGO,Angola,2020.0,RUBELLA,Rubella,"per 1,000,000 total population",0.7
708,COUNTRIES,AGO,Angola,2020.0,TTETANUS,Total tetanus,"per 1,000,000 total population",22.0
709,COUNTRIES,AGO,Angola,2020.0,TYPHOID,Typhoid,"per 1,000,000 total population",14865.2
710,COUNTRIES,AGO,Angola,2020.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
711,COUNTRIES,AGO,Angola,2019.0,MEASLES,Measles,"per 1,000,000 total population",92.3
712,COUNTRIES,AGO,Angola,2019.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
713,COUNTRIES,AGO,Angola,2019.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",9.4
714,COUNTRIES,AGO,Angola,2019.0,RUBELLA,Rubella,"per 1,000,000 total population",2.1
715,COUNTRIES,AGO,Angola,2019.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
716,COUNTRIES,AGO,Angola,2018.0,MEASLES,Measles,"per 1,000,000 total population",1.8
717,COUNTRIES,AGO,Angola,2018.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.1
718,COUNTRIES,AGO,Angola,2018.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
719,COUNTRIES,AGO,Angola,2018.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
720,COUNTRIES,AGO,Angola,2018.0,RUBELLA,Rubella,"per 1,000,000 total population",1.0
721,COUNTRIES,AGO,Angola,2018.0,TTETANUS,Total tetanus,"per 1,000,000 total population",10.9
722,COUNTRIES,AGO,Angola,2017.0,MEASLES,Measles,"per 1,000,000 total population",1.0
723,COUNTRIES,AGO,Angola,2017.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
724,COUNTRIES,AGO,Angola,2017.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
725,COUNTRIES,AGO,Angola,2017.0,RUBELLA,Rubella,"per 1,000,000 total population",0.7
726,COUNTRIES,AGO,Angola,2017.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
727,COUNTRIES,AGO,Angola,2016.0,MEASLES,Measles,"per 1,000,000 total population",1.8
728,COUNTRIES,AGO,Angola,2016.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
729,COUNTRIES,AGO,Angola,2016.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
730,COUNTRIES,AGO,Angola,2016.0,RUBELLA,Rubella,"per 1,000,000 total population",0.4
731,COUNTRIES,AGO,Angola,2016.0,YFEVER,Yellow fever,"per 1,000,000 total population",30.2
732,COUNTRIES,AGO,Angola,2015.0,MEASLES,Measles,"per 1,000,000 total population",4.2
733,COUNTRIES,AGO,Angola,2015.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
734,COUNTRIES,AGO,Angola,2015.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
735,COUNTRIES,AGO,Angola,2015.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
736,COUNTRIES,AGO,Angola,2015.0,RUBELLA,Rubella,"per 1,000,000 total population",8.2
737,COUNTRIES,AGO,Angola,2015.0,TTETANUS,Total tetanus,"per 1,000,000 total population",10.8
738,COUNTRIES,AGO,Angola,2015.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.1
739,COUNTRIES,AGO,Angola,2014.0,MEASLES,Measles,"per 1,000,000 total population",430.7
740,COUNTRIES,AGO,Angola,2014.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
741,COUNTRIES,AGO,Angola,2014.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
742,COUNTRIES,AGO,Angola,2014.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
743,COUNTRIES,AGO,Angola,2014.0,RUBELLA,Rubella,"per 1,000,000 total population",4.1
744,COUNTRIES,AGO,Angola,2014.0,TTETANUS,Total tetanus,"per 1,000,000 total population",12.1
745,COUNTRIES,AGO,Angola,2014.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
746,COUNTRIES,AGO,Angola,2013.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.8
747,COUNTRIES,AGO,Angola,2013.0,MEASLES,Measles,"per 1,000,000 total population",325.7
748,COUNTRIES,AGO,Angola,2013.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
749,COUNTRIES,AGO,Angola,2013.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
750,COUNTRIES,AGO,Angola,2013.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
751,COUNTRIES,AGO,Angola,2013.0,RUBELLA,Rubella,"per 1,000,000 total population",1.4
752,COUNTRIES,AGO,Angola,2013.0,TTETANUS,Total tetanus,"per 1,000,000 total population",13.8
753,COUNTRIES,AGO,Angola,2013.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
754,COUNTRIES,AGO,Angola,2012.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.6
755,COUNTRIES,AGO,Angola,2012.0,MEASLES,Measles,"per 1,000,000 total population",177.1
756,COUNTRIES,AGO,Angola,2012.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
757,COUNTRIES,AGO,Angola,2012.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",50.0
758,COUNTRIES,AGO,Angola,2012.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.0
759,COUNTRIES,AGO,Angola,2012.0,RUBELLA,Rubella,"per 1,000,000 total population",2.6
760,COUNTRIES,AGO,Angola,2012.0,TTETANUS,Total tetanus,"per 1,000,000 total population",21.6
761,COUNTRIES,AGO,Angola,2012.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
762,COUNTRIES,AGO,Angola,2011.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
763,COUNTRIES,AGO,Angola,2011.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
764,COUNTRIES,AGO,Angola,2011.0,MEASLES,Measles,"per 1,000,000 total population",59.8
765,COUNTRIES,AGO,Angola,2011.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.1
766,COUNTRIES,AGO,Angola,2011.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",64.2
767,COUNTRIES,AGO,Angola,2011.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.5
768,COUNTRIES,AGO,Angola,2011.0,RUBELLA,Rubella,"per 1,000,000 total population",1.0
769,COUNTRIES,AGO,Angola,2011.0,TTETANUS,Total tetanus,"per 1,000,000 total population",39.4
770,COUNTRIES,AGO,Angola,2011.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
771,COUNTRIES,AGO,Angola,2010.0,MEASLES,Measles,"per 1,000,000 total population",51.1
772,COUNTRIES,AGO,Angola,2010.0,MUMPS,Mumps,"per 1,000,000 total population",0.0
773,COUNTRIES,AGO,Angola,2010.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.0
774,COUNTRIES,AGO,Angola,2010.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",109.0
775,COUNTRIES,AGO,Angola,2010.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",3.1
776,COUNTRIES,AGO,Angola,2010.0,RUBELLA,Rubella,"per 1,000,000 total population",1.6
777,COUNTRIES,AGO,Angola,2010.0,TTETANUS,Total tetanus,"per 1,000,000 total population",21.0
778,COUNTRIES,AGO,Angola,2010.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
779,COUNTRIES,AGO,Angola,2009.0,MEASLES,Measles,"per 1,000,000 total population",125.2
780,COUNTRIES,AGO,Angola,2009.0,MUMPS,Mumps,"per 1,000,000 total population",0.0
781,COUNTRIES,AGO,Angola,2009.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.1
782,COUNTRIES,AGO,Angola,2009.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",50.3
783,COUNTRIES,AGO,Angola,2009.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",2.9
784,COUNTRIES,AGO,Angola,2009.0,RUBELLA,Rubella,"per 1,000,000 total population",0.4
785,COUNTRIES,AGO,Angola,2009.0,TTETANUS,Total tetanus,"per 1,000,000 total population",30.1
786,COUNTRIES,AGO,Angola,2008.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",3.2
787,COUNTRIES,AGO,Angola,2008.0,MEASLES,Measles,"per 1,000,000 total population",12.3
788,COUNTRIES,AGO,Angola,2008.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.1
789,COUNTRIES,AGO,Angola,2008.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",53.2
790,COUNTRIES,AGO,Angola,2008.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",3.0
791,COUNTRIES,AGO,Angola,2008.0,RUBELLA,Rubella,"per 1,000,000 total population",1.3
792,COUNTRIES,AGO,Angola,2008.0,TTETANUS,Total tetanus,"per 1,000,000 total population",27.9
793,COUNTRIES,AGO,Angola,2007.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.2
794,COUNTRIES,AGO,Angola,2007.0,MEASLES,Measles,"per 1,000,000 total population",48.8
795,COUNTRIES,AGO,Angola,2007.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.1
796,COUNTRIES,AGO,Angola,2007.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",44.3
797,COUNTRIES,AGO,Angola,2007.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.9
798,COUNTRIES,AGO,Angola,2007.0,RUBELLA,Rubella,"per 1,000,000 total population",1.2
799,COUNTRIES,AGO,Angola,2007.0,TTETANUS,Total tetanus,"per 1,000,000 total population",38.0
800,COUNTRIES,AGO,Angola,2007.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
801,COUNTRIES,AGO,Angola,2006.0,JAPENC,Japanese encephalitis,"per 1,000,000 total population",0.0
802,COUNTRIES,AGO,Angola,2006.0,MEASLES,Measles,"per 1,000,000 total population",38.2
803,COUNTRIES,AGO,Angola,2006.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.1
804,COUNTRIES,AGO,Angola,2006.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",66.3
805,COUNTRIES,AGO,Angola,2006.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",0.2
806,COUNTRIES,AGO,Angola,2006.0,RUBELLA,Rubella,"per 1,000,000 total population",0.7
807,COUNTRIES,AGO,Angola,2006.0,TTETANUS,Total tetanus,"per 1,000,000 total population",81.6
808,COUNTRIES,AGO,Angola,2006.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
809,COUNTRIES,AGO,Angola,2005.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
810,COUNTRIES,AGO,Angola,2005.0,MEASLES,Measles,"per 1,000,000 total population",13.4
811,COUNTRIES,AGO,Angola,2005.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.1
812,COUNTRIES,AGO,Angola,2005.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",0.0
813,COUNTRIES,AGO,Angola,2005.0,POLIO,Poliomyelitis,"per 1,000,000 <15 population",1.1
814,COUNTRIES,AGO,Angola,2005.0,RUBELLA,Rubella,"per 1,000,000 total population",0.5
815,COUNTRIES,AGO,Angola,2005.0,TTETANUS,Total tetanus,"per 1,000,000 total population",4.6
816,COUNTRIES,AGO,Angola,2005.0,YFEVER,Yellow fever,"per 1,000,000 total population",0.0
817,COUNTRIES,AGO,Angola,2004.0,CRS,Congenital rubella syndrome,"per 10,000 live births",0.0
818,COUNTRIES,AGO,Angola,2004.0,DIPHTHERIA,Diphtheria,"per 1,000,000 total population",0.0
819,COUNTRIES,AGO,Angola,2004.0,MEASLES,Measles,"per 1,000,000 total population",1.6
820,COUNTRIES,AGO,Angola,2004.0,MUMPS,Mumps,"per 1,000,000 total population",1.2
821,COUNTRIES,AGO,Angola,2004.0,NTETANUS,Neonatal tetanus,"per 1,000 live births",0.1
822,COUNTRIES,AGO,Angola,2004.0,PERTUSSIS,Pertussis,"per 1,000,000 total population",90.1
