ISO_3_CODE,COUNTRYNAME,WHO_REGION,YEAR,VACCINECODE,VACCINE_DESCRIPTION,SCHEDULEROUNDS,TARGETPOP,TARGETPOP_DESCRIPTION,GEOAREA,AGEADMINISTERED,SOURCECOMMENT
CAF,Central African Republic,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,PW,Pregnant women,NATIONAL,+M1,Femmes enceintes - 1er contact grossesse
CAF,Central African Republic,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,PW,Pregnant women,NATIONAL,+M6,Femmes enceintes - 1er contact grossesse
CAF,Central African Republic,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,PW,Pregnant women,NATIONAL,+Y1,Femmes enceintes - 1er contact grossesse
CAF,Central African Republic,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,PW,Pregnant women,NATIONAL,+Y1,Femmes enceintes - 1er contact grossesse
CAN,Canada,AMRO,2023.0,DTAPHIBIPV,DTaP-Hib-IPV (acellular) vaccine,4.0,B_2YL_W,General/routine,NATIONAL,M18,"Given in provinces/territories: x4 doses at M2, M4, M6, M18 in SK, MB, ON, NB, NS, NL, NT, NU; x1 dose at M18 in BC, AB, PE, YT; x1 dose at M12 in QC"
CAN,Canada,AMRO,2023.0,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,1.0,BOTH,HPV administered to females and males,NATIONAL,Y9-Y13,"females and males; 2nd dose 6 months after the 1st dose; x2 in gr.6 in BC, AB, SK, MB, PE, NL, YT, NU; x2 in gr.7 in NS, NB; ON; 1x in 4th yr primary school + 1x in 3rd yr secondary school in QC and catch-up in 3rd year secondary school in QC; x2 9-14yrs, x3 15+yrs in NT"
CAN,Canada,AMRO,2023.0,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,2.0,BOTH,HPV administered to females and males,NATIONAL,Y11-Y16,"females and males; 2nd dose 6 months after the 1st dose; x2 in gr.6 in BC, AB, SK, MB, PE, NL, YT, NU; x2 in gr.7 in NS, NB; ON; 1x in 4th yr primary school + 1x in 3rd yr secondary school in QC and catch-up in 3rd year secondary school in QC; x2 9-14yrs, x3 15+yrs in NT"
CAN,Canada,AMRO,2023.0,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,ADULTS,Adults,NATIONAL,>=Y18,and older persons >=Y65
CAN,Canada,AMRO,2023.0,PPV23,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,1.0,ADULTS,Adults,NATIONAL,>=Y50,"Schedule information was collected for healthy, previously immunized adults. Given as one dose in all jurisdictions at 65yrs+, except NU. In NU, one dose given to those 50+. In YK, given to all those 65+ and all residents of extended or intermediate care facilities and high-risk individuals."
CAN,Canada,AMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,ADULTS,Adults,SUBNATIONAL,1st contact,"Schedule information was collected for healthy, previously immunized adults. Given in provinces/territories every 10 yr in BC, SK, MB, ON, NB, NS, YT, NU; x1 in at 50 yrs in QC"
CAN,Canada,AMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,ADULTS,Adults,SUBNATIONAL,+Y10,"Schedule information was collected for healthy, previously immunized adults. Given in provinces/territories every 10 yr in BC, SK, MB, ON, NB, NS, YT, NU; x1 in at 50 yrs in QC"
CAN,Canada,AMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,B_ADO_W,General/routine,SUBNATIONAL,Y15,Given in 3rd year of high school in QC
CAN,Canada,AMRO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",2.0,ADULTS,Adults,SUBNATIONAL,+Y10,"Schedule information was collected for healthy, previously immunized adults. Given with each pregnancy in BC and QC; Given every 10 years and each pregnancy in AB, PE, NL, and NT; One booster dose per adult lifetime and each pregnancy in SK, MB, ON, NB, NS, YT, and NU."
CAN,Canada,AMRO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1.0,ADULTS,Adults,SUBNATIONAL,1st contact,"Schedule information was collected for healthy, previously immunized adults. Given with each pregnancy in BC and QC; Given every 10 years and each pregnancy in AB, PE, NL, and NT; One booster dose per adult lifetime and each pregnancy in SK, MB, ON, NB, NS, YT, and NU."
CAN,Canada,AMRO,2023.0,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1.0,B_ADO_W,General/routine,SUBNATIONAL,Y11-Y16,"Given in provinces/territories: x1 in gr.9 in BC, AB, PE, NL, YT; x1 in gr.8 in SK; x1 in gr.7 in NB, NS, NT; x1 gr.6 in NU; x1 in gr.8 or 9 in MB; x1 at Y14-Y16 in ON"
CAN,Canada,AMRO,2023.0,TDAP_S_IPV,"Tdap-IPV (Tetanus, diphtheria for older children and adults, acellular pertussis and IPV) vaccine",1.0,B_CHILD_W,General/routine,NATIONAL,Y4-Y6,"Given in provinces/territories: between Y4-Y6 in BC, SK, MB, ON, QC, NS, NL, NT, YT, NU (DTaPHibIPV sub in NL, NT if shortage); between Y4-Y5 in PE; at Y4 in AB, NB; and in province: QC catch-up in 3rd year secondary school"
CAN,Canada,AMRO,2023.0,ZOSTER,Shingles (Herpes zoster for older adults) vaccine,1.0,ADULTS,Adults,SUBNATIONAL,>=Y60,"Schedule information was collected for healthy, previously immunized adults. Given 2X in provinces: ON (65 to 70), PEI (60 and older), YT(65 to 79) and QC (80years and older) - 1st dose: Y60+/Y65to70/Y80+/Y65to79, 2nd dose: Y60+/Y65to70/Y80+/Y65to79"
CAN,Canada,AMRO,2023.0,ZOSTER,Shingles (Herpes zoster for older adults) vaccine,2.0,ADULTS,Adults,SUBNATIONAL,>=Y60,"Schedule information was collected for healthy, previously immunized adults. Given 2X in provinces: ON (65 to 70), PEI (60 and older), YT(65 to 79) and QC (80years and older) - 1st dose: Y60+/Y65to70/Y80+/Y65to79, 2nd dose: Y60+/Y65to70/Y80+/Y65to79"
CHE,Switzerland,EURO,2023.0,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,B,if mother is HBA1c-pos
CHE,Switzerland,EURO,2023.0,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1.0,BOTH,HPV administered to females and males,NATIONAL,Y11-Y14,Females and males
CHE,Switzerland,EURO,2023.0,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2.0,BOTH,HPV administered to females and males,NATIONAL,+M6,Females and males
CHE,Switzerland,EURO,2023.0,TBE_ADULT,Adult TBE (tick borne encephalitis) vaccine,1.0,RISKGROUPS,Risk group(s),SUBNATIONAL,1st contact,"All persons who are regularly in forested areas, except in Geneva and Ticino Cantons"
CHE,Switzerland,EURO,2023.0,TBE_ADULT,Adult TBE (tick borne encephalitis) vaccine,2.0,RISKGROUPS,Risk group(s),SUBNATIONAL,+M1,"All persons who are regularly in forested areas, except in Geneva and Ticino Cantons"
CHE,Switzerland,EURO,2023.0,TBE_ADULT,Adult TBE (tick borne encephalitis) vaccine,3.0,RISKGROUPS,Risk group(s),SUBNATIONAL,+M6-M10,"All persons who are regularly in forested areas, except in Geneva and Ticino Cantons"
CHE,Switzerland,EURO,2023.0,TBE_PEDIATRIC,Pediatric TBE (tick borne encephalitis) vaccine,1.0,RISKGROUPS,Risk group(s),SUBNATIONAL,Y6,"All persons who are regularly in forested areas, except in Geneva and Ticino Cantons"
CHE,Switzerland,EURO,2023.0,TBE_PEDIATRIC,Pediatric TBE (tick borne encephalitis) vaccine,2.0,RISKGROUPS,Risk group(s),SUBNATIONAL,+M1,"All persons who are regularly in forested areas, except in Geneva and Ticino Cantons"
CHE,Switzerland,EURO,2023.0,TBE_PEDIATRIC,Pediatric TBE (tick borne encephalitis) vaccine,3.0,RISKGROUPS,Risk group(s),SUBNATIONAL,+M6-M10,"All persons who are regularly in forested areas, except in Geneva and Ticino Cantons"
CHE,Switzerland,EURO,2023.0,VARICELLA,Varicella vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,Y11-Y14,Vaccination only recommended if no previous natural infection
CHE,Switzerland,EURO,2023.0,VARICELLA,Varicella vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,Y11-Y14,Vaccination only recommended if no previous natural infection
CHE,Switzerland,EURO,2023.0,ZOSTER,Shingles (Herpes zoster for older adults) vaccine,2.0,ADULTS,Adults,NATIONAL,+M2,"All persons Y65+, Immunocompromised persons from age 50Y, and severely immunocompromised persons from age 18+"
CHE,Switzerland,EURO,2023.0,ZOSTER,Shingles (Herpes zoster for older adults) vaccine,1.0,ADULTS,Adults,NATIONAL,Y65,"All persons Y65+, Immunocompromised persons from age 50Y, and severely immunocompromised persons from age 18+"
CHE,Switzerland,EURO,2023.0,ZOSTER,Shingles (Herpes zoster for older adults) vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,+M2,"All persons Y65+, Immunocompromised persons from age 50Y, and severely immunocompromised persons from age 18+"
CHE,Switzerland,EURO,2023.0,ZOSTER,Shingles (Herpes zoster for older adults) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,1st contact,"All persons Y65+, Immunocompromised persons from age 50Y, and severely immunocompromised persons from age 18+"
CHL,Chile,AMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,2.0,HW,Health workers,NATIONAL,+M1,"Hombre sexo con hombre, trabajadores sexuales, Personas viviendo con VIH, victimas de violencia sexual, Personas que ingresan a diálisis, Personas con infección por virus hepatitis C, profesionales y técnicos del área de la salud (público), vacunación especial, Ley Ricarte Soto, Personas privadas por libertad, Profesionales y técnicos del área de salud, y personal que desarrolle labores de atención de salud directa a pacientes, todos pertenecientes a establecimientos de salud de los Servicios de Salud del país, experimentales y de la Atención Primaria de Salud Municipal"
CHL,Chile,AMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,3.0,HW,Health workers,NATIONAL,+M6,"Hombre sexo con hombre, trabajadores sexuales, Personas viviendo con VIH, victimas de violencia sexual, Personas que ingresan a diálisis, Personas con infección por virus hepatitis C, profesionales y técnicos del área de la salud (público), vacunación especial, Ley Ricarte Soto, Personas privadas por libertad, Profesionales y técnicos del área de salud, y personal que desarrolle labores de atención de salud directa a pacientes, todos pertenecientes a establecimientos de salud de los Servicios de Salud del país, experimentales y de la Atención Primaria de Salud Municipal"
CHL,Chile,AMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,1.0,HW,Health workers,NATIONAL,1st contact,"Hombre sexo con hombre, trabajadores sexuales, Personas viviendo con VIH, victimas de violencia sexual, Personas que ingresan a diálisis, Personas con infección por virus hepatitis C, profesionales y técnicos del área de la salud (público), vacunación especial, Ley Ricarte Soto, Personas privadas por libertad, Profesionales y técnicos del área de salud, y personal que desarrolle labores de atención de salud directa a pacientes, todos pertenecientes a establecimientos de salud de los Servicios de Salud del país, experimentales y de la Atención Primaria de Salud Municipal"
CHL,Chile,AMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,1st contact,"Hombre sexo con hombre, trabajadores sexuales, Personas viviendo con VIH, victimas de violencia sexual, Personas que ingresan a diálisis, Personas con infección por virus hepatitis C, profesionales y técnicos del área de la salud (público), vacunación especial, Ley Ricarte Soto, Personas privadas por libertad, Profesionales y técnicos del área de salud, y personal que desarrolle labores de atención de salud directa a pacientes, todos pertenecientes a establecimientos de salud de los Servicios de Salud del país, experimentales y de la Atención Primaria de Salud Municipal"
CHL,Chile,AMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,3.0,RISKGROUPS,Risk group(s),NATIONAL,+M6,"Hombre sexo con hombre, trabajadores sexuales, Personas viviendo con VIH, victimas de violencia sexual, Personas que ingresan a diálisis, Personas con infección por virus hepatitis C, profesionales y técnicos del área de la salud (público), vacunación especial, Ley Ricarte Soto, Personas privadas por libertad, Profesionales y técnicos del área de salud, y personal que desarrolle labores de atención de salud directa a pacientes, todos pertenecientes a establecimientos de salud de los Servicios de Salud del país, experimentales y de la Atención Primaria de Salud Municipal"
CHL,Chile,AMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,+M1,"Hombre sexo con hombre, trabajadores sexuales, Personas viviendo con VIH, victimas de violencia sexual, Personas que ingresan a diálisis, Personas con infección por virus hepatitis C, profesionales y técnicos del área de la salud (público), vacunación especial, Ley Ricarte Soto, Personas privadas por libertad, Profesionales y técnicos del área de salud, y personal que desarrolle labores de atención de salud directa a pacientes, todos pertenecientes a establecimientos de salud de los Servicios de Salud del país, experimentales y de la Atención Primaria de Salud Municipal"
CHL,Chile,AMRO,2023.0,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1.0,BOTH,HPV administered to females and males,NATIONAL,Y9,"Se administra a niñas y niños de:  4° básico (9 años); niñas  5° básico (10 años) En niñas y niños desde los 9 a los 13 años el intervalo es de 12 meses y desde los 14 años en adelantes el esquema es 0,2,6 meses. El año 2020 los niños que iniciaron su esquema el 2019 completaran con 2° dosis cuando cursen 5° básico(10 años)"
CHL,Chile,AMRO,2023.0,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2.0,BOTH,HPV administered to females and males,NATIONAL,Y10,"Se administra a niñas y niños de:  4° básico (9 años); niñas  5° básico (10 años) En niñas y niños desde los 9 a los 13 años el intervalo es de 12 meses y desde los 14 años en adelantes el esquema es 0,2,6 meses. El año 2020 los niños que iniciaron su esquema el 2019 completaran con 2° dosis cuando cursen 5° básico(10 años)"
CHL,Chile,AMRO,2023.0,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,RISKGROUPS,Risk group(s),NATIONAL,M6,"Prematuros: adicional al esquema nacional de niños, solo a prematuros se administra una tercera dosis a los 6 meses"
CIV,Côte d'Ivoire,AFRO,2023.0,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1.0,FEMALE,HPV for females only,NATIONAL,Y9,filles de 9 ans; le vaccin HPV chez les jeunes filles de 9 ans s'administre en une seule dose depuis septembre 2023 en cote D'ivoire
CIV,Côte d'Ivoire,AFRO,2023.0,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2.0,FEMALE,HPV for females only,NATIONAL,+M6,filles de 9 ans; le vaccin HPV chez les jeunes filles de 9 ans s'administre en une seule dose depuis septembre 2023 en cote D'ivoire
CIV,Côte d'Ivoire,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,PW,Pregnant women,NATIONAL,1st contact,femmes enceintes
CIV,Côte d'Ivoire,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,PW,Pregnant women,NATIONAL,+M1,femmes enceintes
CIV,Côte d'Ivoire,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,PW,Pregnant women,NATIONAL,+M6,femmes enceintes
CIV,Côte d'Ivoire,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,PW,Pregnant women,NATIONAL,+Y1,femmes enceintes
CIV,Côte d'Ivoire,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,PW,Pregnant women,NATIONAL,+Y1,femmes enceintes
CMR,Cameroon,AFRO,2023.0,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1.0,BOTH,HPV administered to females and males,NATIONAL,Y9,"Filles et Garçons de 9 ans; Depuis 2023, le vaccin contre le HPV est administré en dose unique et désormais administré aux filles et aux garçons"
CMR,Cameroon,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,PW,Pregnant women,NATIONAL,1st contact,1er contact grossesse - femmes enceintes
CMR,Cameroon,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,PW,Pregnant women,NATIONAL,+M1,1er contact grossesse - femmes enceintes
CMR,Cameroon,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,PW,Pregnant women,NATIONAL,+M6,1er contact grossesse - femmes enceintes
CMR,Cameroon,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,PW,Pregnant women,NATIONAL,+M12,1er contact grossesse - femmes enceintes
CMR,Cameroon,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,PW,Pregnant women,NATIONAL,+M12,1er contact grossesse - femmes enceintes
COD,Democratic Republic of the Congo,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,PW,Pregnant women,NATIONAL,1st contact,femmes enceintes
COD,Democratic Republic of the Congo,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,PW,Pregnant women,NATIONAL,+M1,femmes enceintes
COD,Democratic Republic of the Congo,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,PW,Pregnant women,NATIONAL,+M6,femmes enceintes
COD,Democratic Republic of the Congo,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,PW,Pregnant women,NATIONAL,+Y1,femmes enceintes
COD,Democratic Republic of the Congo,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,PW,Pregnant women,NATIONAL,+Y1,femmes enceintes
COG,Congo,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,PW,Pregnant women,NATIONAL,1st contact,femmes enceintes - 1er contact grossesse
COG,Congo,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,PW,Pregnant women,NATIONAL,+M1,femmes enceintes - 1er contact grossesse
COG,Congo,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,PW,Pregnant women,NATIONAL,+M6,femmes enceintes - 1er contact grossesse
COG,Congo,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,PW,Pregnant women,NATIONAL,+Y1,femmes enceintes - 1er contact grossesse
COG,Congo,AFRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,PW,Pregnant women,NATIONAL,+Y1,femmes enceintes - 1er contact grossesse
COK,Cook Islands,WPRO,2023.0,HPV2,HPV-2 (Human Papilloma Virus 2-valent) vaccine,1.0,FEMALE,HPV for females only,NATIONAL,Y9,HPV to Females; 9 years (2 doses)
COK,Cook Islands,WPRO,2023.0,HPV2,HPV-2 (Human Papilloma Virus 2-valent) vaccine,2.0,FEMALE,HPV for females only,NATIONAL,+M6,HPV to Females; 9 years (2 doses)
COK,Cook Islands,WPRO,2023.0,MMR,"MMR (Measles, mumps and rubella) vaccine",2.0,RISKGROUPS,Risk group(s),NATIONAL,M6-M12,During measles outbreak at M6-M12
COL,Colombia,AMRO,2023.0,DT,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",1.0,RISKGROUPS,Risk group(s),NATIONAL,M2,Se aplica en población hasta los 6 años de edad y los que tienen contraindicación para recibir DPT  con el mismo esquema de DPT
COL,Colombia,AMRO,2023.0,DT,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",2.0,RISKGROUPS,Risk group(s),NATIONAL,M4,Se aplica en población hasta los 6 años de edad y los que tienen contraindicación para recibir DPT  con el mismo esquema de DPT
COL,Colombia,AMRO,2023.0,DT,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",3.0,RISKGROUPS,Risk group(s),NATIONAL,M6,Se aplica en población hasta los 6 años de edad y los que tienen contraindicación para recibir DPT  con el mismo esquema de DPT
COL,Colombia,AMRO,2023.0,DT,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",4.0,RISKGROUPS,Risk group(s),NATIONAL,M18,Se aplica en población hasta los 6 años de edad y los que tienen contraindicación para recibir DPT  con el mismo esquema de DPT
COL,Colombia,AMRO,2023.0,DT,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",5.0,RISKGROUPS,Risk group(s),NATIONAL,Y5,Se aplica en población hasta los 6 años de edad y los que tienen contraindicación para recibir DPT  con el mismo esquema de DPT
COL,Colombia,AMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,1st contact,"Se aplica  a víctimas de violencia sexual sin importar la edad de la víctima a Nivel Nacional . Se aseguran 3 dosis 0, 1m y 6 m. El esquema de vacunación esta incluido a cargo del sistema de riesgos profesionales (Administradora de riesgos laborales)."
COL,Colombia,AMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,+M1,"Se aplica  a víctimas de violencia sexual sin importar la edad de la víctima a Nivel Nacional . Se aseguran 3 dosis 0, 1m y 6 m. El esquema de vacunación esta incluido a cargo del sistema de riesgos profesionales (Administradora de riesgos laborales)."
COL,Colombia,AMRO,2023.0,HEPB_ADULT,Adult Hepatitis B vaccine,3.0,RISKGROUPS,Risk group(s),NATIONAL,+M6,"Se aplica  a víctimas de violencia sexual sin importar la edad de la víctima a Nivel Nacional . Se aseguran 3 dosis 0, 1m y 6 m. El esquema de vacunación esta incluido a cargo del sistema de riesgos profesionales (Administradora de riesgos laborales)."
COL,Colombia,AMRO,2023.0,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1.0,BOTH,HPV administered to females and males,NATIONAL,Y9-Y17,"La vacuna es aplicada solo a mujeres que cumplan los 9 años a 17 años, con dos dosis de vacuna. El periodo de aplicación de las dosis de la vacuna es 0 meses y la segunda dosis a los seis meses. El 1 d eoctubre de 2023, se cambia el esquema de dos dosis de vacuna a una dosis y se incluye a niños de 9 años de edad"
COL,Colombia,AMRO,2023.0,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2.0,BOTH,HPV administered to females and males,NATIONAL,+M6,"La vacuna es aplicada solo a mujeres que cumplan los 9 años a 17 años, con dos dosis de vacuna. El periodo de aplicación de las dosis de la vacuna es 0 meses y la segunda dosis a los seis meses. El 1 d eoctubre de 2023, se cambia el esquema de dos dosis de vacuna a una dosis y se incluye a niños de 9 años de edad"
COL,Colombia,AMRO,2023.0,MPOX,Mpox (monkeypox) vaccine,1.0,RISKGROUPS,Risk group(s),SUBNATIONAL,1st contact,Se realizo la aplicacion de esta vacuna en un estudio Clinico que se dividio en Inmediato y tardio de fabricante. Se aplico a poblacion de 18 anos con vulnerabilidad.
COL,Colombia,AMRO,2023.0,MR,MR (Measles and rubella) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,M6-Y59,"Los grupos a vacunar en en el país fueron: colombianos que van al exterior y solicitan la vacuna a libre demanda , así como en la detección de susceptibles de 11 a 49 o hasta 59 años, y durante las actividades de bloqueo, intensificación y barrido documentado en el proceso de control del brote de Sarampión, dosis cero población de 6 a 11 meses de edad, profesionales de la salud en el país."
COL,Colombia,AMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,HW,Health workers,NATIONAL,1st contact,"Se utiliza para proteger a los adolescentes y a los adultos contra tétanos como la difteria. Es utilizada para la aplicación de dosis anti tetánica y diftérico a mujeres en embarazo. Igualmente se utiliza a pacientes de accidente tetánico como a personas contacto de pacientes sospechosos de difteria para el control de brotes y en MRV en búsquedas activas comunitarias a adolescentes y adultos que en la vigilancia epidemiológica luego de evaluar el riesgo de la población; se decida aplicar un bloqueo con vacuna ante eminente brote de Difteria, así como a trabajadores de la salud entre otros."
COL,Colombia,AMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,HW,Health workers,NATIONAL,+M1,"Se utiliza para proteger a los adolescentes y a los adultos contra tétanos como la difteria. Es utilizada para la aplicación de dosis anti tetánica y diftérico a mujeres en embarazo. Igualmente se utiliza a pacientes de accidente tetánico como a personas contacto de pacientes sospechosos de difteria para el control de brotes y en MRV en búsquedas activas comunitarias a adolescentes y adultos que en la vigilancia epidemiológica luego de evaluar el riesgo de la población; se decida aplicar un bloqueo con vacuna ante eminente brote de Difteria, así como a trabajadores de la salud entre otros."
COL,Colombia,AMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,HW,Health workers,NATIONAL,+M6,"Se utiliza para proteger a los adolescentes y a los adultos contra tétanos como la difteria. Es utilizada para la aplicación de dosis anti tetánica y diftérico a mujeres en embarazo. Igualmente se utiliza a pacientes de accidente tetánico como a personas contacto de pacientes sospechosos de difteria para el control de brotes y en MRV en búsquedas activas comunitarias a adolescentes y adultos que en la vigilancia epidemiológica luego de evaluar el riesgo de la población; se decida aplicar un bloqueo con vacuna ante eminente brote de Difteria, así como a trabajadores de la salud entre otros."
COL,Colombia,AMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,HW,Health workers,NATIONAL,+Y1,"Se utiliza para proteger a los adolescentes y a los adultos contra tétanos como la difteria. Es utilizada para la aplicación de dosis anti tetánica y diftérico a mujeres en embarazo. Igualmente se utiliza a pacientes de accidente tetánico como a personas contacto de pacientes sospechosos de difteria para el control de brotes y en MRV en búsquedas activas comunitarias a adolescentes y adultos que en la vigilancia epidemiológica luego de evaluar el riesgo de la población; se decida aplicar un bloqueo con vacuna ante eminente brote de Difteria, así como a trabajadores de la salud entre otros."
COL,Colombia,AMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,HW,Health workers,NATIONAL,+Y1,"Se utiliza para proteger a los adolescentes y a los adultos contra tétanos como la difteria. Es utilizada para la aplicación de dosis anti tetánica y diftérico a mujeres en embarazo. Igualmente se utiliza a pacientes de accidente tetánico como a personas contacto de pacientes sospechosos de difteria para el control de brotes y en MRV en búsquedas activas comunitarias a adolescentes y adultos que en la vigilancia epidemiológica luego de evaluar el riesgo de la población; se decida aplicar un bloqueo con vacuna ante eminente brote de Difteria, así como a trabajadores de la salud entre otros."
COL,Colombia,AMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,PW,Pregnant women,NATIONAL,+Y1,"Se utiliza para proteger a los adolescentes y a los adultos contra tétanos como la difteria. Es utilizada para la aplicación de dosis anti tetánica y diftérico a mujeres en embarazo. Igualmente se utiliza a pacientes de accidente tetánico como a personas contacto de pacientes sospechosos de difteria para el control de brotes y en MRV en búsquedas activas comunitarias a adolescentes y adultos que en la vigilancia epidemiológica luego de evaluar el riesgo de la población; se decida aplicar un bloqueo con vacuna ante eminente brote de Difteria, así como a trabajadores de la salud entre otros."
COL,Colombia,AMRO,2023.0,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,PW,Pregnant women,NATIONAL,+M6,"Se utiliza para proteger a los adolescentes y a los adultos contra tétanos como la difteria. Es utilizada para la aplicación de dosis anti tetánica y diftérico a mujeres en embarazo. Igualmente se utiliza a pacientes de accidente tetánico como a personas contacto de pacientes sospechosos de difteria para el control de brotes y en MRV en búsquedas activas comunitarias a adolescentes y adultos que en la vigilancia epidemiológica luego de evaluar el riesgo de la población; se decida aplicar un bloqueo con vacuna ante eminente brote de Difteria, así como a trabajadores de la salud entre otros."
